symptoms	sentences
diarrhea,abdominal pain,frustration,stomach ache	What are the symptoms of the disease? Consider gastrointestinal inflammation, stomach ache, constipation, diarrhea?
gastrointestinal discomfort,abdominal distention,counter-current	Are there any other symptoms besides stomach discomfort? Like stomach swelling or anti-acid?
abdominal pain,abdominal distention,bowel sound	What are you talking about?
bloating,anorexia,hiccup	Then consider the causes of bloating and anorexia.
diarrhea,stomach ache,nausea,dizziness	Diarrhea, stomach ache, diarrhea, constipation, diarrhea?
heartburn,fever	How long has it been since you had a heart attack?
diarrhea,stomach ache,nausea,gastrointestinal discomfort	Diarrhea after meals is manifested in gastrointestinal inflammation, stomach ache sores in the stomach can cause diarrhea.
disgusting,diarrhea,hot heart,counter-current,abdominal distention	Are there anti-acid burns, nausea, diarrhea, abdominal swelling, etc.
diarrhea,abdominal distention,disgusting,hiccup	Are there other symptoms? Diarrhea, abdominal swelling, nausea, vomiting, etc.
stomachache,bloating	What's wrong with my stomach?
diarrhea,loose stool,gastrointestinal discomfort	What's wrong with the stomach? Is the shit normal? Have you got a diarrhea?
stomach ache,vomit,nausea,anorexia,dizziness	In addition to stomach pains, which are not part of the diet, are there any other foods that are difficult to digest, such as hot, cold, hot, greasy, irritable foods or foods that can be eaten orally orally, which can also cause anorexia and vomiting.
diarrhea,frustration,difficult eating,gastrointestinal discomfort	The main cause of gastrointestinal discomfort is a series of problems that can be taken into account in the event of prolonged sitting or sitting at work, which is usually caused by a lack of appetite for food, cold, irritant foods, etc. This can also lead to a breakdown of functional gastrointestinal disorders, which can be improved if the diet is not improved or replaced with a new set of antibiotics. This allows for the consumption of clotrimazole, which, in the light of dietary patterns, to increase
abdominal pain,hot heart,loose stool,counter-current,abdominal distention	Is there anything else uncomfortable? Like abdominal pain, anti-acid, burning heart, etc.
reflux,bloating	What are you talking about?
counter-current,dysphagia	There are no other problems? The anti-acid water gives rise to the stomach.
diarrhea,disgusting,bowel sound	How long have you been in this situation? Are there any symptoms of nausea, vomiting, diarrhea? What are you talking about?
diarrhea,abdominal pain	Which one of the first diarrhea and abdominal pains?
abdominal distention,disgusting,stomach ache	Are there any other discomforts: nausea, vomiting, stomach ache, abdominal swelling, etc.?
gastrointestinal dysfunction,restlessness	Consider gastrointestinal disorders caused by inappropriate diets, violent drinking, stimuli over salty foods, irregularity, long nights, changes in living conditions, stress-repressive, etc.
diarrhea,abdominal pain,hematemesis,stomach ache	What are the main symptoms of this disease? Diarrhea abdominal pain, vomiting, constipation, diarrhea?
stomach ache,heat,hot heart,counter-current,abdominal distention,hiccup	What's wrong with my stomach? Have you got a fever, anti-acid, gas, abdominal swelling?
diarrhea,bloating,hiccup	How long has it been? Is there anything else? A stomach, hiccup, diarrhea?
abdominal pain,loose stool,bowel sound	What are you talking about?
ventilation,gastrointestinal discomfort	What's wrong with the stomach? Is there a lot of questions?
fever,chills	How long have you been in this situation? Is there anything else that doesn't feel good? Like fever, curls?
hemorrhoid,gastrointestinal discomfort	How long has hemorrhoids been going on? What's wrong with the stomach?
stomach ache,nausea,vomit,gastrointestinal discomfort	The problem of stomach inflammation is still being considered for gastrointestinal inflammation, which is not a big problem for everyone, and which is related to stomach inflammation. Which one of you can do it?
counter-current,stomach ache,hot heart	Are there any anti-acid heartburn? What are the symptoms of stomach pain?
hiccup,abdominal distention,frustration,bowel sound	The tummy grunt is caused by stomach swollen which can be used for digestion and is not prone to stomach disease.
restlessness,dysbacteriosis,counter-current,loose stool,indigestion	The concept of abdominal inflammation is essentially a symptom of intestinal disorders, which can be digested in a timely manner and can only be taken into account in the absence of a high number of defections, such as low blood sugar, lactococcal cells, etc.
abdominal distention,hot heart,helicobacter infection	Is there anything else that doesn't feel good, like stomach swelling, heartburn, phantom snails infection?
sticky stool,blood in stool	How many times a day do you have to take a shit?
abdominal pain,abdominal distention,ventilation	What are you talking about?
diarrhea,exhaust,stomach ache	What are the symptoms of SIDA? Stomach ache and stomach ache? What are you talking about?
disgusting,urgent urination,frequent urination	What are you talking about?
black stool,allergy,bitter	How many times a day do you have to take a shit? What are you talking about?
heat,difficult eating,disgusting,gastrointestinal discomfort	The gastrointestinal function is not good, but it is a symptom of cold, edema, which can be taken into account in the form of chronic stomach inflammation.
exhaust,indigestion	What are you talking about?
stomachache,anorexia,nausea,vomit	Then it's possible to see if there's any stomach ache, constipation, anorexia, etc.
helicobacter infection,gastrointestinal discomfort,reflux,nausea,stomachache,indigestion,hiccup	The phantom snails are infected with common problems such as stomach pains, stomach inflammation, constipation, indigestion, etc.
diarrhea,headache,nausea,vomit	How long has it been? Is there anything else? Have you got diarrhea, noseache, vomiting, etc.
burning sensation in the pharynx,hot heart	What's the cause of the pharynx?
anorexia,gastrointestinal disorders	This situation mainly considers gastrointestinal disorders caused by anorexia.
abdominal distention,stomach ache,hiccup	There's no abdominal swelling, stomach ache, etc.
diarrhea,abdominal pain,frustration,disgusting	Are there any abdominal pains, nausea, vomiting, diarrhea? What's the cause of this discomfort?
heat,abdominal distention,stomach ache,helicobacter infection	Do you have stomach pains? Are you infected with phantom snails? What's the what?
chest pain,abdominal distention,gastrointestinal discomfort	Are there any obvious chest pains? Are there abdominal swellings?
bloating,indigestion	How long has this been going on? Is there a problem with stomach inflammation?
hemorrhoid,ventilation	What do you think you're talking about, liver worms, farts?
diarrhea,hiccup,bowel sound	The intestines move too fast. It'll give rise to what you're talking about.
counter-current,helicobacter infection	What are you talking about?
dehydration,sticky stool,diarrhea,abdominal pain,heat,blood in stool	The phenomenon of blood is mainly caused by gastrointestinal inflammation, which is not a special phenomenon, so it is only a reflection of the symptoms that are evident, such as abdominal pain, fever, dehydration, etc.
spasms,disgusting,stomach ache	Well, according to your description, considering that acute gastrointestinal inflammation is highly probable, it can be accompanied by nausea, vomiting, stomach ache, etc., as long as it is normal to observe abnormally.
abdominal pain,counter-current	What's wrong with my stomach?
difficulty breathing,abdominal distention	What are you talking about?
fatigue,nausea,vomit	How long has this been going on? A couple of times a day? Five or eight? Quills?
heart attack,counter-current,disgusting	Are there any other discomforts, such as anti-acid, nausea, panic, etc.? Is the urine normal?
diarrhea,heat,counter-current,hot heart,abdominal distention,hiccup	Are there anti-acid burns, diarrhea, abdominal swelling, etc.? Is the shit normal?
abdominal distention,hiccup	What's wrong with you?
